Season,DayNum,Team_A,Score_A,Team_B,Score_B,Seed_A,Seed_B,mean_WScore_A,mean_LScore_A,WL_A,Point_Diff_A,mean_WScore_B,mean_LScore_B,WL_B,Point_Diff_B,Win_A,SeedDiff,PD_Diff,WL_Diff
1985,137,1228,76,1318,57,3,14,73.21739130434783,53.875,0.7419354838709677,40.41935483870968,79.0,72.375,0.7142857142857143,35.75,1,-11,4.66935483870968,0.027649769585253448
1985,137,1268,69,1275,68,5,12,76.27272727272727,63.09090909090909,0.6666666666666666,29.818181818181813,75.0,69.0,0.6428571428571429,23.571428571428573,1,-7,6.24675324675324,0.023809523809523725
1985,137,1272,67,1335,55,2,15,76.3076923076923,65.0,0.896551724137931,61.689655172413794,73.38461538461539,63.30769230769231,0.5,5.038461538461538,1,-13,56.65119363395225,0.39655172413793105
1985,137,1276,59,1192,55,1,16,81.44,65.66666666666667,0.8928571428571429,65.67857142857143,71.78947368421052,59.666666666666664,0.6785714285714286,29.535714285714285,1,-15,36.142857142857146,0.2142857142857143
1985,137,1298,78,1261,55,13,4,80.08695652173913,69.6,0.8214285714285714,53.357142857142854,79.47368421052632,62.666666666666664,0.6785714285714286,33.785714285714285,1,9,19.57142857142857,0.1428571428571428
1985,137,1301,65,1305,56,3,14,78.45,64.11111111111111,0.6896551724137931,34.206896551724135,82.21052631578948,69.22222222222223,0.6785714285714286,33.535714285714285,1,-11,0.6711822660098505,0.011083743842364546
1985,137,1393,70,1177,65,7,10,75.04761904761905,70.5,0.7241379310344828,34.89655172413793,74.44444444444444,66.11111111111111,0.6666666666666666,27.59259259259259,1,-3,7.303959131545337,0.05747126436781613
1985,137,1412,70,1277,68,7,10,67.5909090909091,61.75,0.7333333333333333,33.1,73.10526315789474,70.88888888888889,0.6785714285714286,26.821428571428573,1,-3,6.2785714285714285,0.05476190476190468
1985,137,1431,79,1409,75,11,6,76.75,66.55555555555556,0.6896551724137931,32.275862068965516,82.13636363636364,74.28571428571429,0.7586206896551724,44.37931034482759,1,5,-12.103448275862071,-0.06896551724137923
1985,137,1433,81,1267,65,2,15,74.4,62.6,0.8333333333333334,51.56666666666668,78.10526315789474,67.58333333333333,0.6129032258064516,21.70967741935484,1,-13,29.856989247311837,0.22043010752688175
1985,137,1437,51,1173,49,8,9,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,70.73684210526316,67.0,0.6785714285714286,26.464285714285722,1,-1,-0.291871921182274,-0.023399014778325178
1985,138,1120,66,1242,64,11,3,72.66666666666667,66.54545454545455,0.6206896551724138,19.862068965517242,78.65217391304348,67.42857142857143,0.7666666666666667,44.56666666666668,1,8,-24.704597701149435,-0.1459770114942529
1985,138,1207,63,1396,46,1,8,76.68,64.0,0.9259259259259259,66.25925925925927,66.625,60.8,0.8275862068965517,44.6551724137931,1,-7,21.604086845466163,0.09833971902937422
1985,138,1246,64,1424,61,12,4,67.625,62.916666666666664,0.5714285714285714,11.678571428571429,84.92592592592592,62.333333333333336,0.9,70.2,1,8,-58.52142857142857,-0.3285714285714286
1985,138,1256,79,1326,67,5,4,78.23076923076923,68.0,0.9285714285714286,67.78571428571429,79.6842105263158,73.77777777777777,0.6785714285714286,30.357142857142858,1,1,37.42857142857143,0.25
1985,138,1260,70,1374,57,4,5,86.8,81.0,0.8333333333333334,58.833333333333336,78.77272727272727,68.25,0.7333333333333333,39.566666666666656,1,-1,19.26666666666668,0.10000000000000009
1985,138,1314,60,1323,58,2,7,77.30434782608695,67.375,0.7419354838709677,39.96774193548387,70.7,67.75,0.7142857142857143,31.142857142857142,1,-5,8.82488479262673,0.027649769585253448
1985,138,1328,75,1229,69,1,9,92.8,75.0,0.8333333333333334,64.83333333333333,74.2,64.14285714285714,0.7407407407407407,38.333333333333336,1,-8,26.499999999999993,0.09259259259259267
1985,138,1385,68,1116,65,1,9,76.88888888888889,69.33333333333333,0.9,62.266666666666666,68.95238095238095,59.0,0.6363636363636364,22.424242424242426,1,-8,39.842424242424244,0.26363636363636367
1985,139,1104,63,1433,59,7,2,72.0952380952381,60.111111111111114,0.7,32.433333333333344,74.4,62.6,0.8333333333333334,51.56666666666668,1,5,-19.133333333333333,-0.13333333333333341
1985,139,1130,74,1181,73,11,3,81.25,64.7,0.6153846153846154,25.115384615384617,81.5,72.14285714285714,0.7586206896551724,44.41379310344828,1,8,-19.29840848806366,-0.14323607427055696
1985,139,1210,70,1393,53,2,7,73.08333333333333,63.42857142857143,0.7741935483870968,42.25806451612903,75.04761904761905,70.5,0.7241379310344828,34.89655172413793,1,-5,7.361512791991103,0.05005561735261399
1985,139,1228,74,1208,58,3,6,73.21739130434783,53.875,0.7419354838709677,40.41935483870968,81.10526315789474,69.25,0.7037037037037037,36.55555555555556,1,-3,3.8637992831541226,0.03823178016726403
1985,139,1268,64,1298,59,5,13,76.27272727272727,63.09090909090909,0.6666666666666666,29.818181818181813,80.08695652173913,69.6,0.8214285714285714,53.357142857142854,1,-8,-23.53896103896104,-0.15476190476190477
1985,139,1272,67,1412,66,2,7,76.3076923076923,65.0,0.896551724137931,61.689655172413794,67.5909090909091,61.75,0.7333333333333333,33.1,1,-5,28.589655172413792,0.16321839080459777
1985,139,1301,86,1431,73,3,11,78.45,64.11111111111111,0.6896551724137931,34.206896551724135,76.75,66.55555555555556,0.6896551724137931,32.275862068965516,1,-8,1.9310344827586192,0.0
1985,139,1437,59,1276,55,8,1,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,81.44,65.66666666666667,0.8928571428571429,65.67857142857143,1,7,-39.506157635467986,-0.23768472906403948
1985,143,1207,65,1260,53,1,4,76.68,64.0,0.9259259259259259,66.25925925925927,86.8,81.0,0.8333333333333334,58.833333333333336,1,-3,7.425925925925931,0.09259259259259256
1985,143,1210,61,1228,53,2,3,73.08333333333333,63.42857142857143,0.7741935483870968,42.25806451612903,73.21739130434783,53.875,0.7419354838709677,40.41935483870968,1,-1,1.8387096774193523,0.032258064516129004
1985,143,1272,59,1130,57,2,11,76.3076923076923,65.0,0.896551724137931,61.689655172413794,81.25,64.7,0.6153846153846154,25.115384615384617,1,-9,36.57427055702918,0.28116710875331563
1985,143,1328,86,1256,84,1,5,92.8,75.0,0.8333333333333334,64.83333333333333,78.23076923076923,68.0,0.9285714285714286,67.78571428571429,1,-4,-2.952380952380963,-0.09523809523809523
1985,144,1301,61,1104,55,3,7,78.45,64.11111111111111,0.6896551724137931,34.206896551724135,72.0952380952381,60.111111111111114,0.7,32.433333333333344,1,-4,1.773563218390791,-0.010344827586206806
1985,144,1314,62,1120,56,2,11,77.30434782608695,67.375,0.7419354838709677,39.96774193548387,72.66666666666667,66.54545454545455,0.6206896551724138,19.862068965517242,1,-9,20.10567296996663,0.12124582869855394
1985,144,1385,86,1246,70,1,12,76.88888888888889,69.33333333333333,0.9,62.266666666666666,67.625,62.916666666666664,0.5714285714285714,11.678571428571429,1,-11,50.588095238095235,0.3285714285714286
1985,144,1437,46,1268,43,8,5,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,76.27272727272727,63.09090909090909,0.6666666666666666,29.818181818181813,1,3,-3.6457680250783646,-0.011494252873563204
1985,145,1207,60,1210,54,1,2,76.68,64.0,0.9259259259259259,66.25925925925927,73.08333333333333,63.42857142857143,0.7741935483870968,42.25806451612903,1,-1,24.001194743130235,0.15173237753882918
1985,145,1272,63,1328,61,2,1,76.3076923076923,65.0,0.896551724137931,61.689655172413794,92.8,75.0,0.8333333333333334,64.83333333333333,1,1,-3.143678160919535,0.06321839080459768
1985,146,1385,69,1301,60,1,3,76.88888888888889,69.33333333333333,0.9,62.266666666666666,78.45,64.11111111111111,0.6896551724137931,34.206896551724135,1,-2,28.05977011494253,0.21034482758620687
1985,146,1437,56,1314,44,8,2,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,77.30434782608695,67.375,0.7419354838709677,39.96774193548387,1,6,-13.795328142380423,-0.08676307007786432
1985,152,1207,77,1385,59,1,1,76.68,64.0,0.9259259259259259,66.25925925925927,76.88888888888889,69.33333333333333,0.9,62.266666666666666,1,0,3.992592592592601,0.025925925925925908
1985,152,1437,52,1272,45,8,2,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,76.3076923076923,65.0,0.896551724137931,61.689655172413794,1,6,-35.51724137931035,-0.24137931034482762
1985,154,1437,66,1207,64,8,1,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,76.68,64.0,0.9259259259259259,66.25925925925927,1,7,-40.08684546615582,-0.2707535121328225
1986,136,1133,83,1431,65,7,10,71.5,67.0,0.9375,62.84375,68.33333333333333,63.4,0.84375,47.74999999999999,1,-3,15.093750000000007,0.09375
1986,136,1177,72,1438,68,12,5,75.1875,61.416666666666664,0.5714285714285714,16.642857142857142,74.3157894736842,63.1,0.6551724137931034,26.93103448275862,1,7,-10.288177339901477,-0.08374384236453203
1986,136,1181,85,1290,78,1,16,80.0,86.0,0.9411764705882353,70.23529411764706,76.11111111111111,64.75,0.6923076923076923,32.76923076923077,1,-15,37.46606334841629,0.248868778280543
1986,136,1207,70,1403,64,4,13,79.55,70.85714285714286,0.7407407407407407,40.55555555555556,65.0,58.38461538461539,0.5517241379310345,9.689655172413794,1,-9,30.865900383141764,0.18901660280970622
1986,136,1210,68,1265,53,2,15,77.29166666666667,63.5,0.8,49.13333333333333,69.41176470588235,63.09090909090909,0.6071428571428571,17.357142857142858,1,-13,31.776190476190475,0.19285714285714295
1986,136,1242,71,1299,46,1,16,81.2,80.0,0.9090909090909091,66.54545454545455,64.94444444444444,59.285714285714285,0.72,30.16,1,-15,36.38545454545455,0.1890909090909091
1986,136,1257,93,1180,73,2,15,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,82.3125,63.3,0.6153846153846154,26.307692307692307,1,-13,21.146853146853147,0.17249417249417243
1986,136,1261,94,1345,87,11,6,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,79.65,67.77777777777777,0.6896551724137931,33.89655172413793,1,5,-10.413793103448274,-0.06896551724137934
1986,136,1272,95,1123,63,3,14,83.3076923076923,73.2,0.8387096774193549,58.064516129032256,76.95,65.22222222222223,0.6896551724137931,32.827586206896555,1,-11,25.2369299221357,0.14905450500556172
1986,136,1277,72,1449,70,5,12,85.66666666666667,77.0,0.75,45.0,74.89473684210526,67.45454545454545,0.6333333333333333,22.7,1,-7,22.3,0.1166666666666667
1986,136,1314,84,1428,72,3,14,90.23076923076923,71.8,0.8387096774193549,64.09677419354838,74.52631578947368,66.77777777777777,0.6785714285714286,29.107142857142858,1,-11,34.98963133640552,0.16013824884792627
1986,136,1328,80,1318,74,4,13,89.5,79.0,0.7333333333333333,44.56666666666667,76.08,63.0,0.8620689655172413,56.89655172413793,1,-9,-12.329885057471259,-0.12873563218390804
1986,136,1330,72,1452,64,8,9,67.3,63.42857142857143,0.7407407407407407,33.407407407407405,73.85714285714286,61.7,0.6774193548387096,30.129032258064516,1,-1,3.2783751493428888,0.06332138590203107
1986,136,1396,61,1239,50,9,8,69.91666666666667,62.8,0.8275862068965517,47.03448275862069,69.78947368421052,61.55555555555556,0.6785714285714286,27.571428571428573,1,1,19.463054187192117,0.1490147783251231
1986,136,1412,66,1281,64,6,11,70.63636363636364,62.0,0.6875,29.1875,77.57894736842105,68.25,0.6129032258064516,21.129032258064516,1,-5,8.058467741935484,0.07459677419354838
1986,136,1437,71,1439,62,10,7,74.0,63.38461538461539,0.6176470588235294,21.470588235294116,81.04761904761905,75.75,0.7241379310344828,37.793103448275865,1,3,-16.32251521298175,-0.10649087221095332
1986,137,1104,97,1462,80,5,12,78.54545454545455,66.125,0.7333333333333333,39.96666666666667,80.30434782608695,67.25,0.8518518518518519,58.44444444444444,1,-7,-18.477777777777774,-0.11851851851851858
1986,137,1114,90,1323,83,14,3,82.76190476190476,73.33333333333333,0.7,35.93333333333333,81.0,68.6,0.8148148148148148,53.2962962962963,1,11,-17.362962962962968,-0.11481481481481481
1986,137,1120,73,1112,63,8,9,77.0,62.5,0.6296296296296297,25.333333333333332,70.28571428571429,62.0,0.7241379310344828,33.79310344827587,1,-1,-8.45977011494254,-0.09450830140485311
1986,137,1156,83,1231,79,14,3,89.33333333333333,80.33333333333333,0.8888888888888888,70.48148148148148,80.04761904761905,64.71428571428571,0.75,43.857142857142854,1,11,26.624338624338627,0.13888888888888884
1986,137,1228,75,1193,51,4,13,79.2,59.888888888888886,0.6896551724137931,36.03448275862069,66.47826086956522,62.166666666666664,0.7931034482758621,39.86206896551724,1,-9,-3.827586206896548,-0.10344827586206895
1986,137,1235,81,1275,79,7,10,79.6470588235294,67.1,0.6296296296296297,25.296296296296298,77.31818181818181,71.5,0.7857142857142857,45.42857142857143,1,-3,-20.132275132275133,-0.15608465608465605
1986,137,1246,75,1172,55,1,16,76.17857142857143,58.333333333333336,0.9032258064516129,63.16129032258065,71.875,62.3,0.6153846153846154,20.26923076923077,1,-15,42.89205955334988,0.28784119106699746
1986,137,1268,69,1337,64,5,12,74.8125,63.53846153846154,0.5517241379310345,12.793103448275861,81.375,59.5,0.8571428571428571,61.25,1,-7,-48.45689655172414,-0.3054187192118226
1986,137,1276,70,1103,64,2,15,78.32,70.0,0.8620689655172413,57.86206896551723,74.16666666666667,70.0,0.72,33.8,1,-13,24.062068965517234,0.14206896551724135
1986,137,1298,87,1409,68,7,10,78.28,62.5,0.8620689655172413,58.86206896551724,67.52380952380952,58.125,0.7241379310344828,32.86206896551724,1,-3,26.0,0.13793103448275856
1986,137,1301,66,1234,64,6,11,75.25,63.5,0.5714285714285714,15.785714285714286,78.875,65.27272727272727,0.5925925925925926,20.148148148148152,1,-5,-4.362433862433866,-0.021164021164021163
1986,137,1385,83,1286,74,1,16,78.16666666666667,70.75,0.8823529411764706,60.64705882352941,82.66666666666667,74.53333333333333,0.4444444444444444,-4.666666666666667,1,-15,65.31372549019608,0.43790849673202614
1986,137,1386,60,1350,59,6,11,72.16,57.4,0.8333333333333334,50.56666666666667,67.1304347826087,63.666666666666664,0.7931034482758621,40.06896551724139,1,-5,10.497701149425282,0.04022988505747127
1986,137,1393,101,1135,52,2,15,84.41666666666667,74.4,0.8275862068965517,57.03448275862069,77.71428571428571,67.1,0.5833333333333334,17.375,1,-13,39.65948275862069,0.24425287356321834
1986,137,1424,74,1419,51,4,13,79.58064516129032,78.25,0.8857142857142857,61.542857142857144,73.26315789473684,68.55555555555556,0.6785714285714286,27.67857142857142,1,-9,33.86428571428573,0.20714285714285707
1986,137,1443,67,1304,59,8,9,70.4,61.0,0.7407407407407407,36.333333333333336,73.47058823529412,64.7,0.6296296296296297,22.296296296296298,1,-1,14.037037037037038,0.11111111111111105
1986,138,1177,74,1328,69,12,4,75.1875,61.416666666666664,0.5714285714285714,16.642857142857142,89.5,79.0,0.7333333333333333,44.56666666666667,1,8,-27.923809523809528,-0.16190476190476188
1986,138,1181,89,1330,61,1,8,80.0,86.0,0.9411764705882353,70.23529411764706,67.3,63.42857142857143,0.7407407407407407,33.407407407407405,1,-7,36.82788671023965,0.20043572984749458
1986,138,1210,66,1437,61,2,10,77.29166666666667,63.5,0.8,49.13333333333333,74.0,63.38461538461539,0.6176470588235294,21.470588235294116,1,-8,27.662745098039217,0.1823529411764706
1986,138,1242,65,1396,43,1,9,81.2,80.0,0.9090909090909091,66.54545454545455,69.91666666666667,62.8,0.8275862068965517,47.03448275862069,1,-8,19.510971786833856,0.08150470219435735
1986,138,1257,82,1133,68,2,7,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,71.5,67.0,0.9375,62.84375,1,-5,-15.389204545454547,-0.14962121212121215
1986,138,1261,83,1272,81,11,3,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,83.3076923076923,73.2,0.8387096774193549,58.064516129032256,1,8,-34.581757508342605,-0.21802002224694106
1986,138,1277,80,1207,68,5,4,85.66666666666667,77.0,0.75,45.0,79.55,70.85714285714286,0.7407407407407407,40.55555555555556,1,1,4.444444444444443,0.0092592592592593
1986,138,1314,77,1412,59,3,6,90.23076923076923,71.8,0.8387096774193549,64.09677419354838,70.63636363636364,62.0,0.6875,29.1875,1,-3,34.909274193548384,0.15120967741935487
1986,139,1104,58,1228,56,5,4,78.54545454545455,66.125,0.7333333333333333,39.96666666666667,79.2,59.888888888888886,0.6896551724137931,36.03448275862069,1,1,3.932183908045978,0.04367816091954013
1986,139,1120,81,1385,65,8,1,77.0,62.5,0.6296296296296297,25.333333333333332,78.16666666666667,70.75,0.8823529411764706,60.64705882352941,1,7,-35.31372549019608,-0.2527233115468409
1986,139,1156,75,1386,69,14,6,89.33333333333333,80.33333333333333,0.8888888888888888,70.48148148148148,72.16,57.4,0.8333333333333334,50.56666666666667,1,8,19.91481481481481,0.05555555555555547
1986,139,1235,72,1276,69,7,2,79.6470588235294,67.1,0.6296296296296297,25.296296296296298,78.32,70.0,0.8620689655172413,57.86206896551723,1,5,-32.565772669220934,-0.23243933588761168
1986,139,1246,71,1443,64,1,8,76.17857142857143,58.333333333333336,0.9032258064516129,63.16129032258065,70.4,61.0,0.7407407407407407,36.333333333333336,1,-7,26.827956989247312,0.16248506571087218
1986,139,1298,97,1393,85,7,2,78.28,62.5,0.8620689655172413,58.86206896551724,84.41666666666667,74.4,0.8275862068965517,57.03448275862069,1,5,1.827586206896548,0.03448275862068961
1986,139,1301,80,1114,66,6,14,75.25,63.5,0.5714285714285714,15.785714285714286,82.76190476190476,73.33333333333333,0.7,35.93333333333333,1,-8,-20.147619047619045,-0.12857142857142856
1986,139,1424,70,1268,64,4,5,79.58064516129032,78.25,0.8857142857142857,61.542857142857144,74.8125,63.53846153846154,0.5517241379310345,12.793103448275861,1,-1,48.74975369458129,0.3339901477832512
1986,143,1120,70,1424,63,8,4,77.0,62.5,0.6296296296296297,25.333333333333332,79.58064516129032,78.25,0.8857142857142857,61.542857142857144,1,4,-36.209523809523816,-0.256084656084656
1986,143,1246,68,1104,63,1,5,76.17857142857143,58.333333333333336,0.9032258064516129,63.16129032258065,78.54545454545455,66.125,0.7333333333333333,39.96666666666667,1,-4,23.19462365591398,0.1698924731182796
1986,143,1257,94,1314,79,2,3,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,90.23076923076923,71.8,0.8387096774193549,64.09677419354838,1,-1,-16.64222873900293,-0.050830889540567026
1986,143,1261,70,1210,64,11,2,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,77.29166666666667,63.5,0.8,49.13333333333333,1,9,-25.650574712643678,-0.17931034482758623
1986,144,1181,74,1177,67,1,12,80.0,86.0,0.9411764705882353,70.23529411764706,75.1875,61.416666666666664,0.5714285714285714,16.642857142857142,1,-11,53.59243697478992,0.3697478991596639
1986,144,1242,96,1277,86,1,5,81.2,80.0,0.9090909090909091,66.54545454545455,85.66666666666667,77.0,0.75,45.0,1,-4,21.545454545454547,0.15909090909090906
1986,144,1298,71,1156,70,7,14,78.28,62.5,0.8620689655172413,58.86206896551724,89.33333333333333,80.33333333333333,0.8888888888888888,70.48148148148148,1,-7,-11.619412515964243,-0.026819923371647514
1986,144,1301,70,1235,66,6,7,75.25,63.5,0.5714285714285714,15.785714285714286,79.6470588235294,67.1,0.6296296296296297,25.296296296296298,1,-1,-9.510582010582011,-0.05820105820105825
1986,145,1257,84,1120,76,2,8,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,77.0,62.5,0.6296296296296297,25.333333333333332,1,-6,22.12121212121212,0.1582491582491582
1986,145,1261,59,1246,57,11,1,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,76.17857142857143,58.333333333333336,0.9032258064516129,63.16129032258065,1,10,-39.67853170189099,-0.28253615127919907
1986,146,1181,71,1298,50,1,7,80.0,86.0,0.9411764705882353,70.23529411764706,78.28,62.5,0.8620689655172413,58.86206896551724,1,-6,11.37322515212982,0.07910750507099396
1986,146,1242,75,1301,67,1,6,81.2,80.0,0.9090909090909091,66.54545454545455,75.25,63.5,0.5714285714285714,15.785714285714286,1,-5,50.75974025974026,0.33766233766233766
1986,152,1181,71,1242,67,1,1,80.0,86.0,0.9411764705882353,70.23529411764706,81.2,80.0,0.9090909090909091,66.54545454545455,1,0,3.6898395721925112,0.03208556149732622
1986,152,1257,88,1261,77,2,11,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,1,-9,23.9717868338558,0.16718913270637403
1986,154,1257,72,1181,69,2,1,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,80.0,86.0,0.9411764705882353,70.23529411764706,1,1,-22.780748663101605,-0.15329768270944744
1987,136,1104,88,1299,71,2,15,80.11538461538461,71.75,0.8666666666666667,59.86666666666667,76.71428571428571,66.0,0.84,53.87999999999999,1,-13,5.986666666666679,0.026666666666666727
1987,136,1120,62,1360,61,8,9,84.23529411764706,74.41666666666667,0.5862068965517241,18.586206896551722,72.08695652173913,62.2,0.8214285714285714,48.107142857142854,1,-1,-29.52093596059113,-0.2352216748768473
1987,136,1122,68,1228,67,14,3,81.5,73.3,0.6153846153846154,21.96153846153846,81.34782608695652,76.42857142857143,0.7666666666666667,44.533333333333324,1,11,-22.571794871794864,-0.1512820512820513
1987,136,1181,58,1401,51,5,12,81.19047619047619,69.0,0.7241379310344828,39.758620689655174,70.47058823529412,63.61538461538461,0.5666666666666667,12.366666666666667,1,-7,27.391954022988507,0.1574712643678161
1987,136,1231,92,1193,58,1,16,82.375,73.5,0.8571428571428571,60.107142857142854,68.21428571428571,64.33333333333333,0.4827586206896552,-0.3448275862068966,1,-15,60.45197044334975,0.3743842364532019
1987,136,1243,82,1208,79,9,8,82.8125,69.8,0.6153846153846154,24.115384615384617,73.125,68.9090909090909,0.5925925925925926,15.25925925925926,1,1,8.856125356125357,0.02279202279202286
1987,136,1276,97,1298,82,9,8,91.58823529411765,78.0,0.6071428571428571,24.964285714285715,76.8,74.8,0.8333333333333334,51.53333333333333,1,1,-26.569047619047616,-0.22619047619047628
1987,136,1309,83,1140,79,7,10,83.0,71.66666666666667,0.8846153846153846,65.15384615384616,85.80952380952381,76.3,0.6774193548387096,33.516129032258064,1,-3,31.637717121588096,0.20719602977667495
1987,136,1314,113,1335,82,1,16,92.39285714285714,69.66666666666667,0.9032258064516129,76.70967741935483,86.76923076923077,70.76923076923077,0.5,8.0,1,-15,68.70967741935483,0.4032258064516129
1987,136,1323,84,1292,71,5,12,66.54545454545455,58.42857142857143,0.7586206896551724,36.37931034482759,84.21052631578948,82.66666666666667,0.76,44.16,1,-7,-7.780689655172409,-0.0013793103448276334
1987,136,1344,90,1412,68,6,11,91.19047619047619,74.875,0.7241379310344828,45.37931034482759,79.47058823529412,67.6,0.6296296296296297,25.0,1,-5,20.379310344827587,0.09450830140485311
1987,136,1395,76,1267,60,4,13,72.0,68.0,0.7931034482758621,43.03448275862069,83.72,70.2,0.8333333333333334,58.06666666666667,1,-9,-15.03218390804598,-0.04022988505747127
1987,136,1417,92,1141,73,4,13,79.16666666666667,72.0,0.8,48.93333333333333,76.26315789473684,65.0,0.7307692307692307,38.23076923076922,1,-9,10.70256410256411,0.06923076923076932
1987,136,1424,95,1226,70,1,16,93.24242424242425,88.0,0.9705882352941176,87.91176470588235,76.08333333333333,59.266666666666666,0.4444444444444444,0.8888888888888888,1,-15,87.02287581699346,0.5261437908496732
