Season,DayNum,Team_A,Score_A,Team_B,Score_B,Seed_A,Seed_B,mean_WScore_A,FGM_A,FGA_A,FGM3_A,FGA3_A,FTM_A,FTA_A,OR_A,DR_A,Ast_A,TO_A,Stl_A,Blk_A,PF_A,mean_LScore_A,FG%_A,3P%_A,FT%_A,FGM_B,FGA_B,FGM3_B,FGA3_B,FTM_B,FTA_B,OR_B,DR_B,Ast_B,TO_B,Stl_B,Blk_B,PF_B,WL_A,Point_Diff_A,mean_WScore_B,mean_LScore_B,WL_B,Point_Diff_B,FG%_B,3P%_B,FT%_B,Win_A,SeedDiff,PD_Diff,WL_Diff,FGM_Diff,FGA_Diff,FGM3_Diff,FGA3_Diff,FTM_Diff,FTA_Diff,OR_Diff,DR_Diff,Ast_Diff,TO_Diff,Stl_Diff,Blk_Diff,PF_Diff,FG%_Diff,3P%_Diff,FT%_Diff
2003,136,1266,72,1221,68,3,14,79.26086957,27.39130435,54.91304348,5.608695652,14.65217391,18.86956522,24.95652174,13.08695652,24.30434783,16.65217391,13.08695652,6.47826087,3.695652174,17.86956522,74.4,0.498812352,0.382789318,0.756097561,26.4,62.4,6.6,18,15,17.4,13.2,23,14.8,15.8,3.8,3.4,22.2,0.821428571,51.82142857,79.26086957,74.4,0.821428571,51.82142857,0.423076923,0.366666667,0.862068966,1,-11,0,0,0.99130435,-7.48695652,-0.991304348,-3.34782609,3.86956522,7.55652174,-0.11304348,1.30434783,1.85217391,-2.71304348,2.67826087,0.295652174,-4.33043478,0.075735429,0.016122651,-0.105971405
2003,136,1281,72,1356,71,6,11,75.71428571,27.42857143,59.33333333,7.857142857,20.71428571,13,19.28571429,13.52380952,27.23809524,15.28571429,12.95238095,6.19047619,4.666666667,16.14285714,63.5,0.462279294,0.379310345,0.674074074,23.5,58.9,6.7,21.5,9.8,15.8,13.4,23.1,10.5,15,4.7,3.6,18.4,0.677419355,30.80645161,75.71428571,63.5,0.677419355,30.80645161,0.398981324,0.311627907,0.620253165,1,-5,0,0,3.92857143,0.43333333,1.157142857,-0.78571429,3.2,3.48571429,0.12380952,4.13809524,4.78571429,-2.04761905,1.49047619,1.066666667,-2.25714286,0.06329797,0.067682438,0.053820909
2003,136,1323,70,1454,69,5,12,81.77272727,27.77272727,59.54545455,8.272727273,20.95454545,17.95454545,23.18181818,10.68181818,29,17.54545455,13.09090909,8.136363636,6.363636364,15.68181818,76,0.466412214,0.394793926,0.774509804,25.88888889,63.44444444,8.333333333,23.77777778,15.88888889,22,13.11111111,21.66666667,15.33333333,12,5.777777778,3.888888889,17.55555556,0.709677419,35.96774194,81.77272727,76,0.709677419,35.96774194,0.408056042,0.35046729,0.722222222,1,-7,0,0,1.88383838,-3.89898989,-0.06060606,-2.82323233,2.06565656,1.18181818,-2.42929293,7.33333333,2.21212122,1.09090909,2.358585858,2.474747475,-1.87373738,0.058356172,0.044326636,0.052287582
2003,136,1328,71,1354,54,1,16,74.91666667,26.625,56.95833333,8,19.375,13.66666667,19.125,11.83333333,25.58333333,15.375,11.625,7.208333333,3.833333333,18.41666667,56.16666667,0.467446964,0.412903226,0.71459695,19.83333333,54.83333333,5.333333333,17.33333333,11.16666667,16.5,13.33333333,22.5,9.333333333,12.5,5.833333333,3.5,19.33333333,0.8,48.7,74.91666667,56.16666667,0.8,48.7,0.361702128,0.307692308,0.676767677,1,-15,0,0,6.79166667,2.125,2.666666667,2.04166667,2.5,2.625,-1.5,3.08333333,6.041666667,-0.875,1.375,0.333333333,-0.91666666,0.105744836,0.105210918,0.037829273
2003,136,1390,77,1360,69,4,13,74.43478261,26.52173913,57.65217391,7.391304348,18.86956522,14,20.60869565,12.7826087,25.7826087,15.52173913,14.08695652,5.956521739,3.52173913,17.82608696,66,0.460030166,0.391705069,0.679324895,23.125,59.125,5.625,20.875,14.125,21.25,16.5,23.25,12.125,15,4.25,2.875,20.5,0.741935484,38.19354839,74.43478261,66,0.741935484,38.19354839,0.391120507,0.269461078,0.664705882,1,-9,0,0,3.39673913,-1.47282609,1.766304348,-2.00543478,-0.125,-0.64130435,-3.7173913,2.5326087,3.39673913,-0.91304348,1.706521739,0.64673913,-2.67391304,0.068909659,0.122243991,0.014619013
2003,136,1409,84,1173,71,13,4,74.86363636,26.45454545,56.31818182,6.818181818,17.54545455,15.13636364,20.59090909,10.81818182,27.27272727,15.54545455,13.13636364,7.818181818,5.363636364,16.31818182,70.22222222,0.469733656,0.388601036,0.735099338,26.22222222,58.77777778,6.222222222,20.22222222,11.55555556,16.44444444,12,22.22222222,12.88888889,17.22222222,7,4.111111111,19.77777778,0.709677419,32.74193548,74.86363636,70.22222222,0.709677419,32.74193548,0.446124764,0.307692308,0.702702703,1,9,0,0,0.23232323,-2.45959596,0.595959596,-2.67676767,3.58080808,4.14646465,-1.18181818,5.05050505,2.65656566,-4.08585858,0.818181818,1.252525253,-3.45959596,0.023608892,0.080908728,0.032396635
2003,136,1458,81,1451,74,5,12,73.72727273,26,53.54545455,6.363636364,16.81818182,15.36363636,19.95454545,10.54545455,23.31818182,13.72727273,10.22727273,7.363636364,3.272727273,14.09090909,61.28571429,0.485568761,0.378378378,0.769931663,22,55,5.857142857,19.14285714,11.42857143,17.85714286,9.571428571,20.14285714,12,11.42857143,5.714285714,1.428571429,17.14285714,0.75862069,41.13793103,73.72727273,61.28571429,0.75862069,41.13793103,0.4,0.305970149,0.64,1,-7,0,0,4,-1.45454545,0.506493507,-2.32467532,3.93506493,2.09740259,0.974025979,3.17532468,1.72727273,-1.2012987,1.64935065,1.844155844,-3.05194805,0.085568761,0.072408229,0.129931663
2003,137,1120,65,1386,63,10,7,75.89473684,27.42105263,54.73684211,5.736842105,15.15789474,15.31578947,23.05263158,12.21052632,25.05263158,15.42105263,15.47368421,8.947368421,5.789473684,16.36842105,60.09090909,0.500961538,0.378472222,0.664383561,22.72727273,54.63636364,5.454545455,18.36363636,9.181818182,14,11.45454545,18.27272727,9.909090909,16.63636364,6.454545455,3.545454545,16.36363636,0.633333333,26.03333333,75.89473684,60.09090909,0.633333333,26.03333333,0.415973378,0.297029703,0.655844156,1,3,0,0,4.6937799,0.10047847,0.28229665,-3.20574162,6.133971288,9.05263158,0.75598087,6.77990431,5.511961721,-1.16267943,2.492822966,2.244019139,0.00478469,0.08498816,0.081442519,0.008539405
2003,137,1139,47,1280,46,12,5,69.625,24.29166667,50.08333333,8.458333333,21.5,12.58333333,17.08333333,7.625,20.75,13.58333333,9.541666667,6.125,1.833333333,14.83333333,63.6,0.485024959,0.393410853,0.736585366,23,53.4,8.6,23.6,9,14,8.8,18.6,10,14.6,7.4,2,22,0.827586207,46.65517241,69.625,63.6,0.827586207,46.65517241,0.43071161,0.36440678,0.642857143,1,7,0,0,1.29166667,-3.31666667,-0.141666667,-2.1,3.58333333,3.08333333,-1.175,2.15,3.58333333,-5.058333333,-1.275,-0.166666667,-7.16666667,0.054313349,0.029004073,0.093728223
2003,137,1196,85,1358,55,2,15,79.125,27.91666667,57.45833333,9.166666667,22.70833333,14.125,19.91666667,11.16666667,24.83333333,17.45833333,13.04166667,8.416666667,4.333333333,16.875,64.85714286,0.485859318,0.403669725,0.709205021,23.57142857,53.28571429,7,20.14285714,10.71428571,15.57142857,9.571428571,22.28571429,12.85714286,14.57142857,5.571428571,3.285714286,17,0.774193548,46.61290323,79.125,64.85714286,0.774193548,46.61290323,0.442359249,0.347517731,0.688073394,1,-13,0,0,4.3452381,4.17261904,2.166666667,2.56547619,3.41071429,4.3452381,1.595238099,2.54761904,4.60119047,-1.5297619,2.845238096,1.047619047,-0.125,0.043500069,0.056151994,0.021131627
2003,137,1231,67,1104,62,7,10,75.45,24.75,56.5,8.15,21.95,17.8,24.75,11.85,28.15,15.2,10.8,5,6.15,16.9,62.33333333,0.438053097,0.371298405,0.719191919,21.25,52.33333333,6.5,21.08333333,13.33333333,19.08333333,10.16666667,21.41666667,11.5,12.66666667,3.5,4,20,0.625,23.78125,75.45,62.33333333,0.625,23.78125,0.406050955,0.308300395,0.698689956,1,-3,0,0,3.5,4.16666667,1.65,0.86666667,4.46666667,5.66666667,1.68333333,6.73333333,3.7,-1.86666667,1.5,2.15,-3.1,0.032002142,0.06299801,0.020501963
2003,137,1246,95,1237,64,1,16,78.96551724,28.86206897,58.06896552,6.172413793,16.44827586,15.06896552,21.27586207,12.86206897,24.48275862,16.44827586,14.20689655,8.068965517,5.275862069,17.37931034,63.66666667,0.497030879,0.375262055,0.708265802,24.66666667,61.66666667,3.333333333,18,11,16,13,21,13.66666667,12.66666667,5.333333333,3.333333333,17.33333333,0.90625,65.59375,78.96551724,63.66666667,0.90625,65.59375,0.4,0.185185185,0.6875,1,-15,0,0,4.1954023,-3.59770115,2.83908046,-1.55172414,4.06896552,5.27586207,-0.13793103,3.48275862,2.78160919,1.54022988,2.735632184,1.942528736,0.04597701,0.097030879,0.19007687,0.020765802
2003,137,1257,86,1122,64,4,13,83.79166667,28.95833333,61.20833333,8.75,23.625,17.125,24.08333333,13.08333333,25.58333333,16.95833333,13.125,7.583333333,4.541666667,21.25,74,0.47311096,0.37037037,0.711072664,24,59.33333333,7.166666667,22.5,18.83333333,29.16666667,13.66666667,23.16666667,15.16666667,14.33333333,5.666666667,5.5,28.33333333,0.8,52.23333333,83.79166667,74,0.8,52.23333333,0.404494382,0.318518519,0.645714286,1,-9,0,0,4.95833333,1.875,1.583333333,1.125,-1.70833333,-5.08333334,-0.58333334,2.41666666,1.79166666,-1.20833333,1.916666666,-0.958333333,-7.08333333,0.068616578,0.051851851,0.065358378
2003,137,1268,75,1423,73,6,11,84.36842105,30.15789474,61.05263158,7.210526316,16.42105263,16.84210526,23.68421053,13.47368421,27.57894737,20.26315789,14,12.05263158,6.894736842,17.63157895,73.22222222,0.493965517,0.439102564,0.711111111,27.88888889,68.22222222,5.777777778,18.11111111,11.66666667,17.11111111,14.33333333,25,16,14.33333333,8.444444444,6,21.88888889,0.678571429,33.71428571,84.36842105,73.22222222,0.678571429,33.71428571,0.408794788,0.319018405,0.681818182,1,-5,0,0,2.26900585,-7.16959064,1.432748538,-1.69005848,5.17543859,6.57309942,-0.85964912,2.57894737,4.26315789,-0.33333333,3.608187136,0.894736842,-4.25730994,0.085170729,0.120084159,0.029292929
2003,137,1277,79,1160,64,7,10,70.68421053,24.26315789,50,4.421052632,11.47368421,17.73684211,23.52631579,10.10526316,24.68421053,14.10526316,14.05263158,7.315789474,4.210526316,18.94736842,61.75,0.485263158,0.385321101,0.753914989,21.08333333,52.83333333,5.666666667,16.41666667,13.91666667,19.91666667,11.58333333,23.58333333,12.83333333,15.33333333,4.916666667,2.916666667,21.75,0.612903226,19.41935484,70.68421053,61.75,0.612903226,19.41935484,0.399053628,0.345177665,0.69874477,1,-3,0,0,3.17982456,-2.83333333,-1.245614035,-4.94298246,3.82017544,3.60964912,-1.47807017,1.1008772,1.27192983,-1.28070175,2.399122807,1.293859649,-2.80263158,0.08620953,0.040143436,0.055170219
2003,137,1329,77,1335,63,6,11,73.4,26.3,55.25,5.35,13.5,15.45,24.15,12.6,24.5,13.4,14.65,9.65,5.75,20.4,58.33333333,0.4760181,0.396296296,0.639751553,21,55.77777778,3.777777778,11.77777778,12.55555556,18.33333333,11.88888889,23.11111111,9.666666667,14.66666667,6.888888889,5.222222222,19.55555556,0.689655172,32.51724138,73.4,58.33333333,0.689655172,32.51724138,0.376494024,0.320754717,0.684848485,1,-5,0,0,5.3,-0.52777778,1.572222222,1.72222222,2.89444444,5.81666667,0.71111111,1.38888889,3.733333333,-0.01666667,2.761111111,0.527777778,0.84444444,0.099524076,0.075541579,-0.045096932
2003,137,1338,87,1447,61,2,15,76.19230769,27.5,53.38461538,6.576923077,17.11538462,14.61538462,22.96153846,11.42307692,25.69230769,18.42307692,15.15384615,8.076923077,4.192307692,17.57692308,64.25,0.515129683,0.384269663,0.636515913,22.75,54.25,5,22,13.75,21.75,10.5,23.25,13.5,14.75,8,3.5,20.5,0.866666667,57.46666667,76.19230769,64.25,0.866666667,57.46666667,0.419354839,0.227272727,0.632183908,1,-13,0,0,4.75,-0.86538462,1.576923077,-4.88461538,0.86538462,1.21153846,0.92307692,2.44230769,4.92307692,0.40384615,0.076923077,0.692307692,-2.92307692,0.095774844,0.156996936,0.004332005
2003,137,1345,80,1261,56,9,8,79.05555556,26.16666667,55.22222222,5.888888889,16,20.83333333,27.22222222,10.22222222,25.44444444,14.27777778,13.33333333,7.611111111,3.666666667,19.55555556,58.6,0.473843058,0.368055556,0.765306122,19.4,52.9,3.7,14.6,16.1,22.4,10.7,19.9,8.6,14.7,6.4,1.6,20.3,0.642857143,29.89285714,79.05555556,58.6,0.642857143,29.89285714,0.366729679,0.253424658,0.71875,1,1,0,0,6.76666667,2.32222222,2.188888889,1.4,4.73333333,4.82222222,-0.47777778,5.54444444,5.67777778,-1.36666667,1.211111111,2.066666667,-0.74444444,0.107113379,0.114630898,0.046556122
2003,137,1393,76,1264,65,3,14,83.625,30.54166667,61.875,5.75,15.83333333,16.79166667,23.75,13.33333333,27.70833333,16.375,13.33333333,8.625,7.208333333,16.66666667,63.2,0.493602694,0.363157895,0.707017544,23,63.8,2.8,16,14.4,23,19,23,8.2,15,6.8,7.6,16.2,0.827586207,58.31034483,83.625,63.2,0.827586207,58.31034483,0.360501567,0.175,0.626086957,1,-11,0,0,7.54166667,-1.925,2.95,-0.16666667,2.39166667,0.75,-5.66666667,4.70833333,8.175,-1.66666667,1.825,-0.391666667,0.46666667,0.133101127,0.188157895,0.080930587
2003,137,1400,82,1421,61,1,16,78.22727273,27.95454545,61.18181818,5.5,16.27272727,16.81818182,23.68181818,16.22727273,26.63636364,14.59090909,13.68181818,6.954545455,3.818181818,18.90909091,81.16666667,0.456909361,0.337988827,0.710172745,28.16666667,67,7.166666667,18.66666667,17.66666667,24.16666667,16,24.33333333,14.16666667,12.5,4.333333333,4,25.66666667,0.785714286,44.07142857,78.22727273,81.16666667,0.785714286,44.07142857,0.42039801,0.383928571,0.731034483,1,-15,0,0,-0.21212122,-5.81818182,-1.666666667,-2.3939394,-0.84848485,-0.48484849,0.22727273,2.30303031,0.42424242,1.18181818,2.621212122,-0.181818182,-6.75757576,0.036511351,-0.045939744,-0.020861738
2003,137,1428,60,1332,58,9,8,68.95652174,23.60869565,49.7826087,7.173913043,17.69565217,14.56521739,20.26086957,9.913043478,23.86956522,13.2173913,12.43478261,4.47826087,4.086956522,18.7826087,59.42857143,0.474235808,0.405405405,0.71888412,21.71428571,53.85714286,7.142857143,22.28571429,8.857142857,14,10.85714286,21,13.14285714,13.57142857,5.285714286,2.714285714,24.42857143,0.766666667,39,68.95652174,59.42857143,0.766666667,39,0.403183024,0.32051282,0.632653061,1,1,0,0,1.89440994,-4.07453416,0.0310559,-4.59006212,5.708074533,6.26086957,-0.944099382,2.86956522,0.07453416,-1.13664596,-0.807453416,1.372670808,-5.64596273,0.071052784,0.084892585,0.086231059
2003,137,1448,76,1190,73,2,15,80.54166667,26.875,56.54166667,6.291666667,17.58333333,20.5,27.29166667,14.5,28.125,15.375,15.54166667,6.375,4.291666667,17.45833333,68.2,0.475313191,0.357819905,0.751145038,22.6,60.6,5.2,18.4,17.8,23.4,16,21.2,10.8,13,6.6,4.8,23.4,0.827586207,54.89655172,80.54166667,68.2,0.827586207,54.89655172,0.372937294,0.282608696,0.760683761,1,-13,0,0,4.275,-4.05833333,1.091666667,-0.81666667,2.7,3.89166667,-1.5,6.925,4.575,2.54166667,-0.225,-0.508333333,-5.94166667,0.102375897,0.075211209,-0.009538723
2003,137,1462,71,1407,59,3,14,82,28,59.72,6.4,17.16,19.6,25.72,14,25.72,17.36,12.32,5.68,3.48,15.4,59.4,0.468854655,0.372960373,0.762052877,20.8,56.6,6.6,20.8,11.2,17.6,13.6,24.4,11.6,16.6,4.4,0.8,17.6,0.833333333,58.43333333,82,59.4,0.833333333,58.43333333,0.367491166,0.317307692,0.636363636,1,-11,0,0,7.2,3.12,-0.2,-3.64,8.4,8.12,0.4,1.32,5.76,-4.28,1.28,2.68,-2.2,0.101363489,0.055652681,0.125689241
2003,138,1112,96,1211,95,1,9,86.2,30.64,64.84,7.08,19.24,17.84,25.28,14.84,28.16,18.2,14.8,8.44,4.24,17.48,77,0.47254781,0.367983368,0.705696203,27.66666667,73,6.666666667,27,15,22.66666667,18,23.33333333,13,14.66666667,8.666666667,4,20,0.892857143,68.71428571,86.2,77,0.892857143,68.71428571,0.378995434,0.24691358,0.661764706,1,-8,0,0,2.97333333,-8.16,0.413333333,-7.76,2.84,2.61333333,-3.16,4.82666667,5.2,0.13333333,-0.226666667,0.24,-2.52,0.093552376,0.121069788,0.043931497
2003,138,1163,85,1390,74,5,4,85.19047619,31.19047619,63.52380952,6.714285714,15.38095238,16.0952381,23.42857143,15.23809524,29.52380952,17.14285714,15.14285714,6.380952381,8.428571429,17.76190476,68,0.491004498,0.436532508,0.68699187,25.66666667,59.11111111,4.555555556,16.44444444,12.11111111,19,13.66666667,24.11111111,12.11111111,17.33333333,4.888888889,6.111111111,19.88888889,0.7,39.23333333,85.19047619,68,0.7,39.23333333,0.434210526,0.277027027,0.637426901,1,1,0,0,5.52380952,4.41269841,2.158730158,-1.06349206,3.98412699,4.42857143,1.57142857,5.41269841,5.03174603,-2.19047619,1.492063492,2.317460318,-2.12698413,0.056793972,0.159505481,0.049564969
2003,138,1181,86,1141,60,3,11,84,27.875,59.58333333,7.291666667,19.29166667,20.95833333,29.08333333,13.375,24.125,14.45833333,14.04166667,8.958333333,5.708333333,20,73.83333333,0.467832168,0.377969762,0.720630372,25.33333333,63.33333333,7.5,25.83333333,15.66666667,24,15.33333333,19,11.33333333,14,6.666666667,2.833333333,26.33333333,0.8,52.43333333,84,73.83333333,0.8,52.43333333,0.4,0.290322581,0.652777778,1,-8,0,0,2.54166667,-3.75,-0.208333333,-6.54166666,5.29166666,5.08333333,-1.95833333,5.125,3.125,0.04166667,2.291666666,2.875,-6.33333333,0.067832168,0.087647181,0.067852594
2003,138,1242,108,1113,76,2,10,85.52173913,32.13043478,62.17391304,4.956521739,13.73913043,16.30434783,24.34782609,13.86956522,27.47826087,18.08695652,14.52173913,11.13043478,5.260869565,15.82608696,67.57142857,0.516783217,0.360759494,0.669642857,24,62.71428571,4.285714286,15.42857143,15.28571429,23.42857143,15.71428571,25,12.28571429,16.14285714,6.857142857,3.714285714,19.57142857,0.766666667,49.8,85.52173913,67.57142857,0.766666667,49.8,0.382687927,0.277777778,0.652439025,1,-8,0,0,8.13043478,-0.54037267,0.670807453,-1.689441,1.01863354,0.91925466,-1.84472049,2.47826087,5.80124223,-1.62111801,4.273291923,1.546583851,-3.74534161,0.13409529,0.082981716,0.017203832
2003,138,1266,101,1281,92,3,6,79.26086957,27.39130435,54.91304348,5.608695652,14.65217391,18.86956522,24.95652174,13.08695652,24.30434783,16.65217391,13.08695652,6.47826087,3.695652174,17.86956522,74.4,0.498812352,0.382789318,0.756097561,26.4,62.4,6.6,18,15,17.4,13.2,23,14.8,15.8,3.8,3.4,22.2,0.821428571,51.82142857,79.26086957,74.4,0.821428571,51.82142857,0.423076923,0.366666667,0.862068966,1,-3,0,0,0.99130435,-7.48695652,-0.991304348,-3.34782609,3.86956522,7.55652174,-0.11304348,1.30434783,1.85217391,-2.71304348,2.67826087,0.295652174,-4.33043478,0.075735429,0.016122651,-0.105971405
2003,138,1323,68,1228,60,5,4,81.77272727,27.77272727,59.54545455,8.272727273,20.95454545,17.95454545,23.18181818,10.68181818,29,17.54545455,13.09090909,8.136363636,6.363636364,15.68181818,76,0.466412214,0.394793926,0.774509804,25.88888889,63.44444444,8.333333333,23.77777778,15.88888889,22,13.11111111,21.66666667,15.33333333,12,5.777777778,3.888888889,17.55555556,0.709677419,35.96774194,81.77272727,76,0.709677419,35.96774194,0.408056042,0.35046729,0.722222222,1,1,0,0,1.88383838,-3.89898989,-0.06060606,-2.82323233,2.06565656,1.18181818,-2.42929293,7.33333333,2.21212122,1.09090909,2.358585858,2.474747475,-1.87373738,0.058356172,0.044326636,0.052287582
